ApplicationId,Title,Name,Gender,CareerStage,GrantType,isSalaryGrant,GrantSubType,Institution,State,BroadArea,Category,FoR,TotalAmount,GrantLength
1089072,Dr,Charis Teh,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Walter and Eliza Hall Institute,VIC,Basic Science,IMMUNOLOGY,Autoimmunity,309436,4
1089104,Prof,Sandra Eades,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,Baker IDI Heart and Diabetes Institute ,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,1999392,5
1089138,Dr,Kelli MacDonald,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Queensland Institute of Medical Research,QLD,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Haematology,915820,5
1089167,Prof,Gregory Goodall,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of South Australia,SA,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,582567.5,3
1089250,Ms,Jo Robinson,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Clincal Research ECF,University of Melbourne,VIC,Clinical Medicine and Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,309436,4
1089252,Prof,Bernard Balleine,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,NEUROSCIENCES,Central Nervous System,421398,3
1089270,Prof,Bernard Balleine,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,NEUROSCIENCES,Central Nervous System,621864,4
1089395,Mr,Jason Ferris,male,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,University of Queensland,QLD,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,309436,4
1089398,Dr,Emily Blyth,female,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,University of Sydney,NSW,Clinical Medicine and Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,184718,4
1089403,Dr,Becky Freeman,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,309436,4
1089404,Dr,Nicola Waddell,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Queensland Institute of Medical Research,QLD,Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Cancer Genetics,1188475,3
1089415,Dr,Rachel Laws,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Research Training ECF (Part-time),Deakin University,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health Promotion,154718,4
1089497,Dr,Paul Timpson,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,Garvan Institute of Medical Research,NSW,Basic Science,ONCOLOGY AND CARCINOGENESIS,Cancer Cell Biology,668813,3
1089698,Dr,Matthew Pase,male,Early Career,Early Career Fellowships (Overseas),TRUE,Sidney Sax Public Health ECF,Swinburne University of Technology,VIC,Clinical Medicine and Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,371844,4
1089718,Dr,Ben Fulcher,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Monash University,VIC,Basic Science,PSYCHOLOGY,Biological Psychology (Neuropsychology Psychopharmacology Physiological Psychology),309436,4
1089763,Dr,Linda Gallo,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Queensland,QLD,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Systems Biology,309436,4
1089838,Prof,Gary Housley,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of New South Wales,NSW,Basic Science,NEUROSCIENCES,Sensory Systems,601864,4
1089853,Dr,Yuyi You,NA,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Sydney,NSW,Basic Science,OPHTHALMOLOGY and OPTOMETRY,Vision Science,369436,4
1089898,Dr,Adrienne Gordon,female,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,University of Sydney,NSW,Public Health,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Obstetrics and Gynaecology,184718,4
1089966,Dr,Denise Wootten,female,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,Monash University,VIC,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,411768,4
1090035,Dr,Anchit Khanna,NA,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of New South Wales,NSW,Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Cancer Therapy (excl. Chemotherapy and Radiation Therapy),309436,4
1090108,Dr,Jaclyn Pearson,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Melbourne,VIC,Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,309436,4
1090116,Prof,Ryan Lister,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,GENETICS,Epigenetics (incl. Genome Methylation and Epigenomics),751116,3
1090122,Dr,Roslyn Giglia,female,Early Career,Translating Research into Practice Fellowships,TRUE,TRIP Fellowship,Curtin University of Technology,WA,Public Health,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics and Reproductive Medicine not elsewhere classified,172911,2
1090129,Dr,Paul Sanfilippo,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Centre for Eye Research Australia ,VIC,Clinical Medicine and Science,OPHTHALMOLOGY and OPTOMETRY,Ophthalmology,309436,4
1090146,A/Pr,Sally Brinkman,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Community Child Health,309436,4
1090148,Dr,Mayuresh Korgaonkar,NA,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Radiology and Organ Imaging,411768,4
1090184,Ms,Philippa Middleton,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Clincal Research ECF,University of Adelaide,SA,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics and Reproductive Medicine not elsewhere classified,309436,4
1090198,Dr,Claudia Dobler,female,Early Career,Translating Research into Practice Fellowships,TRUE,TRIP Fellowship,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,172911,2
1090204,Dr,Roxanne Toivanen,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Monash University,VIC,Basic Science,ONCOLOGY AND CARCINOGENESIS,Cancer Therapy (excl. Chemotherapy and Radiation Therapy),406692,4
1090221,Dr,Darren Gray,male,Mid Career,Career Development Fellowships,TRUE,Population Health CDF,Australian National University,ACT,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,411768,4
1090229,Dr,Eva Alisic,female,Early Career,Early Career Fellowships (Overseas),TRUE,Neil Hamilton Fairley Clinical ECF,Monash University,VIC,Health Services,PSYCHOLOGY,Health Clinical and Counselling Psychology,425746,4
1090236,Dr,Daniel Gray,male,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,Walter and Eliza Hall Institute,VIC,Basic Science,IMMUNOLOGY,Autoimmunity,455452,4
1090302,Dr,Dion Stub,male,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,Baker IDI Heart and Diabetes Institute ,VIC,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),258605.2,4
1090351,Ms,Jennifer Iversen,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,University of New South Wales,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,309436,4
1090403,Dr,Ivan Lin,male,Early Career,Early Career Fellowships (Australia),TRUE,Australian Training ECF for Aboriginal and Torres Strait Islander Health Research,University of Western Australia,WA,Health Services,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,309436,4
1090408,Dr,Alastair Stewart,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Sydney,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Structural Biology (incl. Macromolecular Modelling),309436,4
1090415,Dr,Ross Clark,male,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,Australian Catholic University,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Physiotherapy,411768,4
1090428,Dr,Emily Oates,female,Early Career,Early Career Fellowships (Overseas),TRUE,Neil Hamilton Fairley Clinical ECF,University of Sydney,NSW,Clinical Medicine and Science,GENETICS,Neurogenetics,455432,4
1090440,Dr,Steven McPhail,male,Mid Career,Career Development Fellowships,TRUE,Clinical CDF,Queensland University of Technology,QLD,Clinical Medicine and Science,CLINICAL SCIENCES,Clinical Sciences not elsewhere classified,411768,4
1090444,Dr,Sandeep Chhabra,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Monash University,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Structural Biology (incl. Macromolecular Modelling),353076,4
1090445,A/Pr,Mark Stoove,male,Mid Career,Career Development Fellowships,TRUE,Population Health CDF, Macfarlane Burnet Institute for Medical Research and Public Health,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,455452,4
1090456,Dr,Scott Beatson,male,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Queensland,QLD,Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,455452,4
1090462,Dr,Gad Abraham,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Melbourne,VIC,Basic Science,GENETICS,Genomics,309436,4
1090500,Dr,Kylie Mason,female,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,University of Melbourne,VIC,Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Haematological Tumours,184718,4
1090505,Dr,Jyotsna Batra,female,Mid Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,Queensland University of Technology,QLD,Basic Science,GENETICS,Quantitative Genetics (incl. Disease and Trait Mapping Genetics),411768,4
1090507,Dr,Thomas Whitford,male,Mid Career,Career Development Fellowships,TRUE,Clinical CDF,University of New South Wales,NSW,Clinical Medicine and Science,PSYCHOLOGY,Health Clinical and Counselling Psychology,411768,4
1090510,Dr,Gillian Gould,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Training ECF for Aboriginal and Torres Strait Islander Health Research,University of Newcastle,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,369436,4
1090517,Dr,Camille Short,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,Central Queensland University,QLD,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health Promotion,309436,4
1090521,Dr,Romana Stark,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Monash University,VIC,Basic Science,MEDICAL PHYSIOLOGY,Medical Physiology not elsewhere classified,309436,4
1090612,Dr,Claire Weekley,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,St Vincent's Institute of Medical Research,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Enzymes,355740,4
1090644,Dr,Patrick Harris,male,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,309436,4
1090648,Dr,Michele Hansen,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,309436,4
1090678,Dr,Louise Owen,female,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,Murdoch Childrens Research Institute,VIC,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,258605.2,4
1090694,Dr,Hammad Ali,male,Early Career,Early Career Fellowships (Overseas),TRUE,Sidney Sax Public Health ECF,University of New South Wales,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,421588,4
1090716,Dr,Matthew Albrecht,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Curtin University of Technology,WA,Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry (incl. Psychotherapy),374508,4
1090759,Dr,Jing Jing Wang,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Flinders University,SA,Clinical Medicine and Science,IMMUNOLOGY,Autoimmunity,309436,4
1090778,Dr,Prabha Andraweera,NA,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Adelaide,SA,Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics and Reproductive Medicine not elsewhere classified,339436,4
1090828,Dr,Leanne Sakzewski,female,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,University of Queensland,QLD,Clinical Medicine and Science,CLINICAL SCIENCES,Rehabilitation and Therapy (excl. Physiotherapy),216605.2,4
1090875,Dr,Romain Rouet,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Garvan Institute of Medical Research,NSW,Basic Science,MEDICAL BIOTECHNOLOGY,Medical Molecular Engineering of Nucleic Acids and Proteins,355740,4
1090888,Dr,Kimberley Wang,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Western Australia,WA,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Respiratory Diseases,309436,4
1090890,Dr,Robert  Galinsky,male,Early Career,International Exchange Early Career Fellowships,TRUE,INSERM Exchange ECF,Monash University,VIC,Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Foetal Development and Medicine,329436,4
1090898,Dr,Nicky Thomas,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of South Australia,SA,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmacology and Pharmaceutical Sciences not elsewhere classified,309436,4
1090904,Dr,Anne-Marie Laslett,NA,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,Curtin University of Technology,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,324436,4
1090906,Dr,Sashendra Senthi,NA,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,Monash University,VIC,Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Solid Tumours,184718,4
1090952,Dr,Yi Lu,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Queensland Institute of Medical Research,QLD,Basic Science,GENETICS,Quantitative Genetics (incl. Disease and Trait Mapping Genetics),374986,4
1090992,Mr,Robert Power,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Queensland,QLD,Basic Science,GENETICS,Quantitative Genetics (incl. Disease and Trait Mapping Genetics),309436,4
1090993,Dr,Kaavya Krishna Kumar,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Walter and Eliza Hall Institute,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Structural Biology (incl. Macromolecular Modelling),355740,4
1090997,Dr,Joseph Doyle,male,Early Career,Early Career Fellowships (Australia),TRUE,Australian Clincal Research ECF,University of Melbourne,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Infectious Diseases,369436,4
1091003,Ms,Arpeeta Sharma,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Baker IDI Heart and Diabetes Institute ,VIC,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,309436,4
1091006,Dr,Ria Arnold,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of New South Wales,NSW,Basic Science,MEDICAL PHYSIOLOGY,Systems Physiology,309436,4
1091011,Dr,Phurpa Wangchuk,NA,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,James Cook University,QLD,Basic Science,MEDICINAL AND BIOMOLECULAR CHEMISTRY,Biologically Active Molecules,309436,4
1091097,Mr,Samuel Forster,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Monash University,VIC,Basic Science,IMMUNOLOGY,Innate Immunity,346020,4
1091158,Dr,Laura Downie,female,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,University of Melbourne,VIC,Clinical Medicine and Science,OPHTHALMOLOGY and OPTOMETRY,Optometry and Ophthalmology not elsewhere classified,154718,4
1091211,Miss,Bryony Thompson,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Melbourne,VIC,Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Cancer Genetics,335628,4
1091221,Dr,Claire O'Brien,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Australian National University,ACT,Clinical Medicine and Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,309436,4
1091226,Dr,Eric Chow,male,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,Monash University,VIC,Health Services,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,309436,4
1091257,Dr,William Harrison,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Queensland,QLD,Basic Science,NEUROSCIENCES,Sensory Systems,371844,4
1091310,Ms,Claire O'Callaghan,female,Early Career,Early Career Fellowships (Overseas),TRUE,Neil Hamilton Fairley Clinical ECF,University of Sydney,NSW,Clinical Medicine and Science,NEUROSCIENCES,Neurosciences not elsewhere classified,337140,4
1091387,Dr,Dennis Wong,male,Early Career,Early Career Fellowships (Australia),TRUE,Australian Research Training ECF (Part-time),Monash University,VIC,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),184718,4
1091415,Dr,Flavia Di Pietro,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Sydney,NSW,Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,433186,4
1091418,A/Pr,Atte Meretoja,NA,Early Career,Early Career Fellowships (Australia),TRUE,Australian Clincal Research ECF,University of Melbourne,VIC,Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,369436,4
1091491,Prof,Sven Silburn,male,Senior,NHMRC Partnerships,FALSE,Partnership Project for Better Health,Menzies School of Health Research,NT,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,924761,4
1091516,Dr,Ella Day,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Melbourne,VIC,Basic Science,IMMUNOLOGY,Immunology not elsewhere classified,309436,4
1091520,Dr,Lara Harvey,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,University of New South Wales,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aged Health Care,309436,4
1091536,Dr,Tim Read,male,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,Monash University,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,369436,4
1091544,Dr,Si Ming Man,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of New South Wales,NSW,Basic Science,IMMUNOLOGY,Innate Immunity,334284,4
1091551,Dr,Kishore Kumar,male,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,Garvan Institute of Medical Research,NSW,Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,258605.2,4
1091571,Dr,Bridget Callaghan,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Melbourne,VIC,Basic Science,PSYCHOLOGY,Developmental Psychology and Ageing,441540,4
1091586,Dr,Stephen Kentish,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,South Australian Health and Medical Research Institute (SAHMRI),SA,Basic Science,NEUROSCIENCES,Peripheral Nervous System,309436,4
1091589,Dr,Mark Adams,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Queensland University of Technology,QLD,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Signal Transduction,309436,4
1091628,Ms,Samantha Colquhoun,female,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,Murdoch Childrens Research Institute,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Pacific Peoples Health,185661.6,4
1091636,Dr,Laura Edgington,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,La Trobe University,VIC,Basic Science,ONCOLOGY AND CARCINOGENESIS,Molecular Targets,309436,4
1091641,Dr,Jacqueline Richmond,female,Early Career,Translating Research into Practice Fellowships,TRUE,TRIP Fellowship,La Trobe University,VIC,Health Services,NURSING,Nursing not elsewhere classified,172911,2
1091657,Dr,Aaron Conway,male,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,Queensland University of Technology,QLD,Health Services,NURSING,Clinical Nursing: Secondary (Acute Care),309436,4
1091688,Dr,Kristy Jackson,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Baker IDI Heart and Diabetes Institute ,VIC,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),309436,4
1091695,A/Pr,Andrea Driscoll,female,Mid Career,Translating Research into Practice Fellowships,TRUE,TRIP Fellowship,Deakin University,VIC,Health Services,NURSING,Clinical Nursing: Secondary (Acute Care),172911,2
1091733,Dr,Amanda Rebar,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Research Training ECF (Part-time),Central Queensland University,QLD,Public Health,PSYCHOLOGY,Sport and Exercise Psychology,154718,4
1091734,Miss,Nathalie Bock,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Queensland University of Technology,QLD,Basic Science,ONCOLOGY AND CARCINOGENESIS,Cancer Cell Biology,309436,4
1091751,Dr,Christian  Girgis,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Sydney,NSW,Basic Science,MEDICAL PHYSIOLOGY,Medical Physiology not elsewhere classified,369436,4
1091816,Dr,Huiying Zhao,NA,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Queensland Institute of Medical Research,QLD,Basic Science,GENETICS,Neurogenetics,309436,4
1091833,Dr,Laura Downie,female,Early Career,Translating Research into Practice Fellowships,TRUE,TRIP Fellowship,University of Melbourne,VIC,Clinical Medicine and Science,OPHTHALMOLOGY and OPTOMETRY,Optometry and Ophthalmology not elsewhere classified,172911,2
1091843,Mrs,Jennifer Chambers,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Melbourne,VIC,Clinical Medicine and Science,MEDICAL BIOCHEMISTRY AND METABOLOMICS,Medical Biochemistry: Lipids,406692,4
1091855,Dr,Caroline Lodge,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,University of Melbourne,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,339436,4
1091878,Dr,Natasa Gisev,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,University of New South Wales,NSW,Health Services,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,309436,4
1091911,Dr,Angela Lek,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Monash University,VIC,Basic Science,GENETICS,Neurogenetics,371844,4
1091948,Dr,Christopher Wong,male,Early Career,Early Career Fellowships (Overseas),TRUE,Neil Hamilton Fairley Clinical ECF,University of Adelaide,SA,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),406020,4
1091976,Dr,Tatiana Soares da Costa,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,La Trobe University,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Enzymes,309436,4
1092005,Dr,Alexander Soeriyadi,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of New South Wales,NSW,Basic Science,NANOTECHNOLOGY,Nanomedicine,309436,4
1092023,Dr,Kelly Williams,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,Macquarie University,NSW,Basic Science,GENETICS,Neurogenetics,309436,4
1092028,Dr,Gillian Gould,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health (Australia) ECF,University of Newcastle,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,369436,4
1092046,Mr,Michael Bowen,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Sydney,NSW,Basic Science,NEUROSCIENCES,Neurosciences not elsewhere classified,309436,4
1092066,Dr,Luiz Bertassoni,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Sydney,NSW,Basic Science,BIOMEDICAL ENGINEERING,Biomaterials,309436,4
1092077,Ms,Danielle Horyniak,female,Early Career,Early Career Fellowships (Overseas),TRUE,Sidney Sax Public Health ECF, Macfarlane Burnet Institute for Medical Research and Public Health,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,350388,4
1092085,Dr,Gillian Gould,female,Early Career,Translating Research into Practice Fellowships,TRUE,TRIP Fellowship,University of Newcastle,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,172911,2
1092089,Dr,Melissa Day,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Clincal Research ECF,Australian Catholic University,NSW,Health Services,PSYCHOLOGY,Health Clinical and Counselling Psychology,309436,4
1092092,Prof,Alan Cass,male,Senior,NHMRC Partnerships,FALSE,Partnership Project for Better Health,Menzies School of Health Research,NT,Health Services,PUBLIC HEALTH AND HEALTH SERVICES,Aboriginal and Torres Strait Islander Health,1160334,4
1092136,Ms,Sasha Lanyon,female,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Adelaide,SA,Basic Science,IMMUNOLOGY,Immunology not elsewhere classified,309436,4
1092153,Dr,Donald McLeod,male,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,Queensland Institute of Medical Research,QLD,Clinical Medicine and Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,184718,4
1092158,Dr,Lisa Nicholas,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Victor Chang Cardiac Research Institute ,NSW,Basic Science,GENETICS,Epigenetics (incl. Genome Methylation and Epigenomics),346020,4
1092160,Dr,Christina Chang,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Clincal Research ECF,Monash University,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Infectious Diseases,369436,4
